,track_id,track_name,track_artist,lyrics,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,language
7683,3CSpzkoL1XgDBZ1q9aDCUV,Uptown Girl,Billy Joel,Uptown girl She's been living in her uptown world I bet she's never had a backstreet guy I bet her momma never told her why I'm gonna try for an Uptown girl She's been living in her white bread world As long as anyone with hot blood can And now she's looking for a downtown man That's what I am And when she knows what She wants from her time And when she wakes up And makes up her mind She'll see I'm not so tough Just because I'm in love with an Uptown girl You know I've seen her in her uptown world She's getting tired of her high class toys And all her presents from her uptown boys She's got a choice Uptown girl You know I can't afford to buy her pearls But maybe someday when my ship comes in She'll understand what kind of guy I've been And then I'll win And when she's walking She's looking so fine And when she's talking She'll say that she's mine She'll say I'm not so tough Just because I'm in love with an Uptown girl She's been living in her white bread world As long as anyone with hot blood can And now she's looking for a downtown man That's what I am,68,7r36rel1M4gyBavfcJP6Yz,The Essential Billy Joel,2001-10-02,80's Songs | Top 💯 80s Music Hits,65HtIbyFkaQPflCa4oW8KO,pop,electropop,0.696,0.943,4,-2.962,1,0.0431,0.0736,0.0,0.653,0.833,129.003,194867,en
7717,3d9DChrdc6BOeFsbrZ3Is0,Under the Bridge,Red Hot Chili Peppers,"Sometimes I feel like I don't have a partner Sometimes I feel like my only friend Is the city I live in, the city of angels Lonely as I am, together we cry I drive on her streets 'cause she's my companion I walk through her hills 'cause she knows who I am She sees my good deeds and she kisses me windy Well, I never worry, now that is a lie I don't ever wanna feel like I did that day But take me to the place I love, take me all the way'Cause I don't ever wanna feel like I did that day But take me to the place I love, take me all the way Yeah, yeah yeah It's hard to believe that there's nobody out there It's hard to believe that I'm all alone At least I have her love, the city, she loves me Lonely as I am, together we cry I don't ever wanna feel like I did that day But take me to the place I love, take me all the way'Cause I don't ever wanna feel like I did that day But take me to the place I love, take me all the way Yeah, yeah yeah Oh, no, no, no, yeah yeah Love me, I say, yeah yeah One time (Under the bridge downtown) Is where I drew some blood(Under the bridge downtown) I could not get enough(Under the bridge downtown) Forgot about my love(Under the bridge downtown) I gave my life away Yeah, yeah yeah Oh, no, no, no, yeah yeah Here I stay, yeah yeah Here I stay Sometimes I feel like I don't have a partner Sometimes I feel like my only friend Is the city I live in, the city of angels Lonely as I am, together we cry I drive on her streets 'cause she's my companion I walk through her hills 'cause she knows who I am She sees my good deeds and she kisses me windy Well, I never worry, now that is a lie I don't ever wanna feel like I did that day But take me to the place I love, take me all the way'Cause I don't ever wanna feel like I did that day But take me to the place I love, take me all the way Yeah, yeah yeah It's hard to believe that there's nobody out there It's hard to believe that I'm all alone At least I have her love, the city, she loves me Lonely as I am, together we cry I don't ever wanna feel like I did that day But take me to the place I love, take me all the way'Cause I don't ever wanna feel like I did that day But take me to the place I love, take me all the way Yeah, yeah yeah Oh, no, no, no, yeah yeah Love me, I say, yeah yeah One time (Under the bridge downtown) Is where I drew some blood(Under the bridge downtown) I could not get enough(Under the bridge downtown) Forgot about my love(Under the bridge downtown) I gave my life away Yeah, yeah yeah Oh, no, no, no, yeah yeah Here I stay, yeah yeah Here I stay",81,30Perjew8HyGkdSmqguYyg,Blood Sugar Sex Magik (Deluxe Edition),1991-09-24,Rock Classics,37i9dQZF1DWXRqgorJj26U,rock,classic rock,0.5589999999999999,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,264307,en
7732,3dFwpxh2yH7C7p9BGEKLVB,Goodies,Ciara,"My goodies, my goodies, my goodies Not my goodies I got a sick reputation for handling broads All I need is me a few seconds or more And it's a wrap Tell valet to bring my 'Lac And I ain't comin' back So you can put a car right there (Put a car right there) I'm the truth And I ain't got nothin' to prove And you can ask anybody 'Cause they seen me do it (They seen me do it) Barricades, I run right through 'em Used to 'em Throw all the dirt you want, I'm used to it (It's no use) You still won't have a pin-up in a fabulous room On her back, picking out baskets of fruit I love you, boo Yeah, Freaky Petey love you too, ha-ha You know how I do it (That goodie goodie) You may look at me and think that I'm just a young girl But I'm not just a young girl Baby, this is what I'm looking for Sexy, independent, gotta spend-it type that's gettin' his dough I'm not being too dramatic That's the way I gotta have it I bet you want the goodies Bet you thought about it Got you all hot and bothered Mad 'cause I talk around it If you're looking for the goodies Keep on looking, 'cause they stay in the jar Oh-oh, oh-oh, oh-oh, oh-oh, yeah Just because you drive a Benz I'm not goin' home with you You won't get no nookie or the cookies I'm no rookie If you ain't sexy, independent I ain't wit' it So you already know I'm not bein' too dramatic That's the way I gotta have it You may talk slick Tryna hit, but I'm not dumb I'm not bein' too dramatic It's just how I gotta have it I bet you want the goodies Bet you thought about it Got you all hot and bothered Mad 'cause I talk around it If you're looking for the goodies Keep on looking, 'cause they stay in the jar Oh-oh, oh-oh, oh-oh, oh-oh, yeah So damn hot, but so young You ain't got milk on ya tongue Slow down lil' one And you ain't got it all Hey shorty, you don't play the game (Wait a minute) You think you bad, but you ain't bad I'll show you what bad is Bad is when you're capable of beatin' the baddest I've been workin' at it ever since I came to this planet I ain't quite there yet, but I'm gettin' better at it Matter of fact Lemme tell it to you one mo' 'gain All I got to do is tell a girl who I am (Petey) Ain't ne'er chick in here that I can't have Bada boom, bada bam bam bam (I'm Bad) You're insinuating that I'm hot But these goodies boy, are not Just for any of the many men that's tryna get on top No, you can't call me later And I don't want your number I'm not changin' stories Just respect the play I'm callin'! I bet you want the goodies Bet you thought about it Got you all hot and bothered Mad 'cause I talk around it If you're looking for the goodies Keep on looking, 'cause they stay in the jar Oh-oh, oh-oh, oh-oh, oh-oh, yeah I bet you want the goodies Bet you thought about it Got you all hot and bothered Mad 'cause I talk around it If you're looking for the goodies Keep on looking, 'cause they stay in the jar Oh-oh, oh-oh, oh-oh, oh-oh, yeah Uh, yeah, uh, yeah, uh, uh, uh",65,71gUhKYZIWmmjqAHlY4Br3,Goodies,2004-09-24,90s/00s Hip Hop & RnB,0Ar0Ng9DlAWZtSPBvOQgOa,r&b,hip pop,0.826,0.647,5,-6.306,0,0.0491,0.0277,1.52e-06,0.298,0.872,102.017,223000,en
7767,3Dv1eDb0MEgF93GpLXlucZ,Say So,Doja Cat,"Day to night to morning, keep with me in the moment I'd let you had I known it, why don't you say so? Didn't even notice, no punches there to roll with You got to keep me focused, you want it? Say so Day to night to morning, keep with me in the moment I'd let you had I known it, why don't you say so? Didn't even notice, no punches there to roll with You got to keep me focused, you want it? Say so It's been a long time since you fell in love You ain't coming out your shell, you ain't really been yourself Tell me, what must I do? (Do tell, my love) 'Cause luckily I'm good at reading I wouldn't bug him, but he won't stop cheesin' And we can dance all day around it If you frontin', I'll be bouncing If you want it, scream it, shout it, babe Before I leave you dry Day to night to morning, keep with me in the moment I'd let you had I known it, why don't you say so? Didn't even notice, no punches there to roll with You got to keep me focused, you want it? Say so Day to night to morning, keep with me in the moment I'd let you had I known it, why don't you say so? Didn't even notice, no punches there to roll with You got to keep me focused, you want it? Say so (Yeah) Let me check my chest, my breath right quick (Ha) He ain't ever seen it in a dress like this (Ah) He ain't ever even been impressed like this Prolly why I got him quiet on the set like zip Like it, love it, need it, bad Take it, own it, steal it, fast Boy, stop playing, grab my ass Why you actin' like you shy? Shut it, save it, keep it pushin' Why you beating 'round the bush? Knowin' you want all this woman Never knock it 'til you try (Yah, yah) All of them bitches hating I have you with me All of my niggas sayin' you mad committed Realer than anybody you had, and pretty All of the body-ody, the ass and titties Day to night to morning, keep with me in the moment I'd let you had I known it, why don't you say so? Didn't even notice, no punches there to roll with You got to keep me focused, you want it? Say so Day to night to morning, keep with me in the moment I'd let you had I known it, why don't you say so? Didn't even notice, no punches there to roll with You got to keep me focused, you want it? Say so Day to night to morning, keep with me in the moment I'd let you had I known it, why don't you say so? Didn't even notice, no punches there to roll with You got to keep me focused, you want it? Say so Day to night to morning, keep with me in the moment I'd let you had I known it, why don't you say so? Didn't even notice, no punches there to roll with You got to keep me focused, you want it? Say so It's been a long time since you fell in love You ain't coming out your shell, you ain't really been yourself Tell me, what must I do? (Do tell, my love) 'Cause luckily I'm good at reading I wouldn't bug him, but he won't stop cheesin' And we can dance all day around it If you frontin', I'll be bouncing If you want it, scream it, shout it, babe Before I leave you dry Day to night to morning, keep with me in the moment I'd let you had I known it, why don't you say so? Didn't even notice, no punches there to roll with You got to keep me focused, you want it? Say so Day to night to morning, keep with me in the moment I'd let you had I known it, why don't you say so? Didn't even notice, no punches there to roll with You got to keep me focused, you want it? Say so (Yeah) Let me check my chest, my breath right quick (Ha) He ain't ever seen it in a dress like this (Ah) He ain't ever even been impressed like this Prolly why I got him quiet on the set like zip Like it, love it, need it, bad Take it, own it, steal it, fast Boy, stop playing, grab my ass Why you actin' like you shy? Shut it, save it, keep it pushin' Why you beating 'round the bush? Knowin' you want all this woman Never knock it 'til you try (Yah, yah) All of them bitches hating I have you with me All of my niggas sayin' you mad committed Realer than anybody you had, and pretty All of the body-ody, the ass and titties Day to night to morning, keep with me in the moment I'd let you had I known it, why don't you say so? Didn't even notice, no punches there to roll with You got to keep me focused, you want it? Say so Day to night to morning, keep with me in the moment I'd let you had I known it, why don't you say so? Didn't even notice, no punches there to roll with You got to keep me focused, you want it? Say so Day to night to morning, keep with me in the moment I'd let you had I known it, why don't you say so? Didn't even notice, no punches there to roll with You got to keep me focused, you want it? Say so Day to night to morning, keep with me in the moment I'd let you had I known it, why don't you say so? Didn't even notice, no punches there to roll with You got to keep me focused, you want it? Say so It's been a long time since you fell in love You ain't coming out your shell, you ain't really been yourself Tell me, what must I do? (Do tell, my love) 'Cause luckily I'm good at reading I wouldn't bug him, but he won't stop cheesin' And we can dance all day around it If you frontin', I'll be bouncing If you want it, scream it, shout it, babe Before I leave you dry Day to night to morning, keep with me in the moment I'd let you had I known it, why don't you say so? Didn't even notice, no punches there to roll with You got to keep me focused, you want it? Say so Day to night to morning, keep with me in the moment I'd let you had I known it, why don't you say so? Didn't even notice, no punches there to roll with You got to keep me focused, you want it? Say so (Yeah) Let me check my chest, my breath right quick (Ha) He ain't ever seen it in a dress like this (Ah) He ain't ever even been impressed like this Prolly why I got him quiet on the set like zip Like it, love it, need it, bad Take it, own it, steal it, fast Boy, stop playing, grab my ass Why you actin' like you shy? Shut it, save it, keep it pushin' Why you beating 'round the bush? Knowin' you want all this woman Never knock it 'til you try (Yah, yah) All of them bitches hating I have you with me All of my niggas sayin' you mad committed Realer than anybody you had, and pretty All of the body-ody, the ass and titties Day to night to morning, keep with me in the moment I'd let you had I known it, why don't you say so? Didn't even notice, no punches there to roll with You got to keep me focused, you want it? Say so Day to night to morning, keep with me in the moment I'd let you had I known it, why don't you say so? Didn't even notice, no punches there to roll with You got to keep me focused, you want it? Say so Day to night to morning, keep with me in the moment I'd let you had I known it, why don't you say so? Didn't even notice, no punches there to roll with You got to keep me focused, you want it? Say so Day to night to morning, keep with me in the moment I'd let you had I known it, why don't you say so? Didn't even notice, no punches there to roll with You got to keep me focused, you want it? Say so It's been a long time since you fell in love You ain't coming out your shell, you ain't really been yourself Tell me, what must I do? (Do tell, my love) 'Cause luckily I'm good at reading I wouldn't bug him, but he won't stop cheesin' And we can dance all day around it If you frontin', I'll be bouncing If you want it, scream it, shout it, babe Before I leave you dry Day to night to morning, keep with me in the moment I'd let you had I known it, why don't you say so? Didn't even notice, no punches there to roll with You got to keep me focused, you want it? Say so Day to night to morning, keep with me in the moment I'd let you had I known it, why don't you say so? Didn't even notice, no punches there to roll with You got to keep me focused, you want it? Say so (Yeah) Let me check my chest, my breath right quick (Ha) He ain't ever seen it in a dress like this (Ah) He ain't ever even been impressed like this Prolly why I got him quiet on the set like zip Like it, love it, need it, bad Take it, own it, steal it, fast Boy, stop playing, grab my ass Why you actin' like you shy? Shut it, save it, keep it pushin' Why you beating 'round the bush? Knowin' you want all this woman Never knock it 'til you try (Yah, yah) All of them bitches hating I have you with me All of my niggas sayin' you mad committed Realer than anybody you had, and pretty All of the body-ody, the ass and titties Day to night to morning, keep with me in the moment I'd let you had I known it, why don't you say so? Didn't even notice, no punches there to roll with You got to keep me focused, you want it? Say so Day to night to morning, keep with me in the moment I'd let you had I known it, why don't you say so? Didn't even notice, no punches there to roll with You got to keep me focused, you want it? Say so Day to night to morning, keep with me in the moment I'd let you had I known it, why don't you say so? Didn't even notice, no punches there to roll with You got to keep me focused, you want it? Say so Day to night to morning, keep with me in the moment I'd let you had I known it, why don't you say so? Didn't even notice, no punches there to roll with You got to keep me focused, you want it? Say so It's been a long time since you fell in love You ain't coming out your shell, you ain't really been yourself Tell me, what must I do? (Do tell, my love) 'Cause luckily I'm good at reading I wouldn't bug him, but he won't stop cheesin' And we can dance all day around it If you frontin', I'll be bouncing If you want it, scream it, shout it, babe Before I leave you dry Day to night to morning, keep with me in the moment I'd let you had I known it, why don't you say so? Didn't even notice, no punches there to roll with You got to keep me focused, you want it? Say so Day to night to morning, keep with me in the moment I'd let you had I known it, why don't you say so? Didn't even notice, no punches there to roll with You got to keep me focused, you want it? Say so (Yeah) Let me check my chest, my breath right quick (Ha) He ain't ever seen it in a dress like this (Ah) He ain't ever even been impressed like this Prolly why I got him quiet on the set like zip Like it, love it, need it, bad Take it, own it, steal it, fast Boy, stop playing, grab my ass Why you actin' like you shy? Shut it, save it, keep it pushin' Why you beating 'round the bush? Knowin' you want all this woman Never knock it 'til you try (Yah, yah) All of them bitches hating I have you with me All of my niggas sayin' you mad committed Realer than anybody you had, and pretty All of the body-ody, the ass and titties Day to night to morning, keep with me in the moment I'd let you had I known it, why don't you say so? Didn't even notice, no punches there to roll with You got to keep me focused, you want it? Say so Day to night to morning, keep with me in the moment I'd let you had I known it, why don't you say so? Didn't even notice, no punches there to roll with You got to keep me focused, you want it? Say so",88,1MmVkhiwTH0BkNOU3nw5d3,Hot Pink,2019-11-07,2020 Hits & 2019  Hits – Top Global Tracks 🔥🔥🔥,4JkkvMpVl4lSioqQjeAL0q,latin,latin pop,0.787,0.6729999999999999,11,-4.577,0,0.158,0.256,3.57e-06,0.0904,0.7859999999999999,110.962,237893,en
7827,3EM42kT3ARiZJhXJPoFaZe,Heroes - Single Version [Remastered],David Bowie,"I, I will be king And you, you will be queen Though nothing will drive them away We can beat them, just for one day We can be heroes, just for one day And you, you can be mean And I, I'll drink all the time 'Cause we're lovers, and that is a fact Yes, we're lovers, and that is that Though nothing will keep us together We could steal time, just for one day We can be heroes, forever and ever What d'you say? I, I wish you could swim Like the dolphins, like dolphins can swim Though nothing, nothing will keep us together We can beat them, forever and ever Oh, we can be heroes, just for one day I, I will be king And you, you will be queen Though nothing will drive them away We can be heroes, just for one day We can be us, just for one day I, I can remember (I remember) Standing, by the wall (By the wall) And the guns shot above our heads (Over our heads) And we kissed, as though nothing could fall (Nothing could fall) And the shame was on the other side Oh, we can beat them, forever and ever Then we could be heroes, just for one day We can be heroes We can be heroes We can be heroes, just for one day We can be heroes We're nothing, and nothing will help us Maybe we're lying, then you better not stay But we could be safer, just for one day Oh-oh-oh-oh, oh-oh-oh-oh, just for one day",43,3nSP0MJ9XyYZjCRowFaUbo,Legacy (Deluxe Edition),2016-11-11,Classic Rock,5BygwTQ3OrbiwVsQhXFHMz,rock,classic rock,0.502,0.6809999999999999,7,-8.263,1,0.0276,0.016,0.107,0.102,0.584,112.16,213813,en
7846,3eSyMBd7ERw68NVB3jlRmW,Pressure,Muse,"I'm trapped and my back's up against the wall I see no solution or exit out I'm grinding it out, no one can see The pressure's growing exponentially I'm trying to keep up to speed with you Your lane changing is oscillating me I'm hitting the ground and I'm sprinting I'm falling behind now I'm tuning out Pressure building Pressure building Pressure building Don't push me (Ah-ah-ah) Don't push me (Ah-ah-ah) Let me get off the ground (Don't push me) To you I'm no longer bound (Ah-ah-ah) Don't stop me (Ah-ah-ah) Don't choke me (Ah-ah-ah) I need you out of my head (Don't push me) You've got me close to the edge (Don't push me) I'm feeling the pressure I can't break out No one can hear me scream and shout Get out of my face, out of my mind I see your corruption I'm not blind I'll carry the burden and take the strain And when I am done I will make you pay Pressure building Pressure building Pressure building Don't push me (Ah-ah-ah) Don't push me (Ah-ah-ah) Let me get off the ground (Don't push me) To you I'm no longer bound (Ah-ah-ah) Don't curb me (Ah-ah-ah) Don't thwart me (Ah-ah-ah) I need you out of my head (Don't push me) You've got me close to the edge (Don't push me) Pressure building Pressure building Don't push me (Ah-ah-ah) Don't push me (Ah-ah-ah) Let me get off the ground (Don't push me) To you I'm no longer bound (Ah-ah-ah) Don't stop me (Ah-ah-ah) Don't block me (Ah-ah-ah) I need you out of my head (Don't push me) You've got me close to the edge (Don't push me) Pressure building Pressure building",69,5OZgDtx180ZZPMpm36J2zC,Simulation Theory (Super Deluxe),2018-11-09,Permanent Wave,6dqoVI7qwYLyNqbg0MPad3,rock,permanent wave,0.622,0.8420000000000001,11,-3.678,0,0.0609,0.00342,0.00014,0.0575,0.7240000000000001,136.041,235600,en
7848,3EUl8M6SzxZl03NPkB8mUd,Neon Moon,Brooks & Dunn,"When the sun goes down on my side of town That lonesome feeling comes to my door And the whole world turns blue There's a rundown bar 'cross the railroad tracks I've got a table for two way in the back Where I sit alone and think of losing you I spend most every night Beneath the light Of a neon moon If you lose your one and only There's always room here for the lonely To watch your broken dreams Dance in and out of the beams Of a neon moon I think of two young lovers running wild and free I close my eyes and sometimes see You in the shadows of this smoke-filled room No telling how many tears I've sat here and cried Or how many lies that I've lied Telling my poor heart she'll come back someday Oh, but I'll be alright As long as there's light From a neon moon If you lose your one and only There's always room here for the lonely To watch your broken dreams Dance in and out of the beams Of a neon moon The jukebox plays on, drink by drink And the words of every sad song seem to say what I think: This hurt inside of me ain't never gonna end Oh, but I'll be alright As long as there's light From a neon moon If you lose your one and only There's always room here for the lonely Watch your broken dreams Dance in and out of the beams Of a neon moon Watch your broken dreams Dance in and out of the beams Of a neon moon Watch your broken dreams Dance in and out of the beams Of a neon moon",68,1ZXM9jY3Bsg12KXgwftBrO,#1s ... and then some,2009-09-08,School Dance 2019 (Squeaky Clean),0SqaMfNsngZCpPw0UuelA7,latin,latin hip hop,0.7020000000000001,0.632,9,-6.507999999999999,1,0.0247,0.5539999999999999,0.0,0.127,0.457,102.404,263500,en
7870,3F8aTQzmKovktFcR7MCGFW,Big in Japan - Best of-Version,Alphaville,"Winter's city side, crystal bits of snowflakes All around my head and in the wind I had no illusions that I'd ever find a glimpse of Summer's heatwave in your eyes You did what you did to me, now, it's history I see Here's my comeback on the road again Things will happen while they can I will wait here for my man tonight It's easy when you're big in Japan Oh, when you're big in Japan, tonight, big in Japan, be tight Big in Japan, ooh, the eastern sea's so blue Big in Japan, alright, pay then I'll sleep by your side Things are easy when you're big in Japan Oh, when you're big in Japan Neon on my naked skin Passing silhouettes of strange illuminated mannequins Shall I stay here at the zoo? Or should I go And change my point of view for other ugly scenes? You did what you did to me, now it's history I see Things will happen while they can I will wait here for my man tonight It's easy when you're big in Japan Oh, when you're big in Japan, tonight, big in Japan, be tight Big in Japan, ooh, the eastern sea's so blue Big in Japan, alright, pay then I'll sleep by your side Things are easy when you're big in Japan Oh, when you're big in Japan, tonight, big in Japan, be tight Big in Japan, ooh, the eastern sea's so blue Big in Japan, alright, pay then I'll sleep by your side Things are easy when you're big in Japan Oh, when you're big in Japan NA Oh, when you're big in Japan, tonight, big in Japan, be tight Big in Japan, ooh, the eastern sea's so blue Big in Japan, alright, pay then I'll sleep by your side Things are easy when you're big in Japan Oh, when you're big in Japan, tonight, big in Japan, be tight Big in Japan, ooh, the eastern sea's so blue Big in Japan, alright, pay then I'll sleep by your side Things are easy when you're big in Japan Oh, when you're big in Japan Winter's city side, crystal bits of snowflakes All around my head and in the wind I had no illusions that I'd ever find a glimpse of Summer's heatwave in your eyes You did what you did to me, now, it's history I see Here's my comeback on the road again Things will happen while they can I will wait here for my man tonight It's easy when you're big in Japan Oh, when you're big in Japan, tonight, big in Japan, be tight Big in Japan, ooh, the eastern sea's so blue Big in Japan, alright, pay then I'll sleep by your side Things are easy when you're big in Japan Oh, when you're big in Japan Neon on my naked skin Passing silhouettes of strange illuminated mannequins Shall I stay here at the zoo? Or should I go And change my point of view for other ugly scenes? You did what you did to me, now it's history I see Things will happen while they can I will wait here for my man tonight It's easy when you're big in Japan Oh, when you're big in Japan, tonight, big in Japan, be tight Big in Japan, ooh, the eastern sea's so blue Big in Japan, alright, pay then I'll sleep by your side Things are easy when you're big in Japan Oh, when you're big in Japan, tonight, big in Japan, be tight Big in Japan, ooh, the eastern sea's so blue Big in Japan, alright, pay then I'll sleep by your side Things are easy when you're big in Japan Oh, when you're big in Japan NA Oh, when you're big in Japan, tonight, big in Japan, be tight Big in Japan, ooh, the eastern sea's so blue Big in Japan, alright, pay then I'll sleep by your side Things are easy when you're big in Japan Oh, when you're big in Japan, tonight, big in Japan, be tight Big in Japan, ooh, the eastern sea's so blue Big in Japan, alright, pay then I'll sleep by your side Things are easy when you're big in Japan Oh, when you're big in Japan",57,0d60Pri6GuV9E8jeJrSB33,First Harvest 1984-1992,1991-12-17,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)",2nRWtTI9a2LWjJ9Wy3JZs5,pop,electropop,0.755,0.604,2,-9.84,0,0.0454,0.183,0.0336,0.128,0.491,97.8,235200,en
7882,3FCto7hnn1shUyZL42YgfO,Piano Man,Billy Joel,"It's nine o'clock on a Saturday The regular crowd shuffles in There's an old man sitting next to me Making love to his tonic and gin He says, ""Son, can you play me a memory? I'm not really sure how it goes But it's sad and it's sweet and I knew it complete When I wore a younger man's clothes."" La la la, di da da La la, di da da da dum Sing us a song, you're the piano man Sing us a song tonight Well, we're all in the mood for a melody And you've got us feeling alright Now John at the bar is a friend of mine He gets me my drinks for free And he's quick with a joke or to light up your smoke But there's someplace that he'd rather be He says, ""Bill, I believe this is killing me."" As the smile ran away from his face ""Well I'm sure that I could be a movie star If I could get out of this place"" La la la, di da da La la, di da da da dum Now Paul is a real estate novelist Who never had time for a wife And he's talkin' with Davy, who's still in the Navy And probably will be for life And the waitress is practicing politics As the businessmen slowly get stoned Yes, they're sharing a drink they call loneliness But it's better than drinkin' alone Sing us a song, you're the piano man Sing us a song tonight Well, we're all in the mood for a melody And you've got us feeling alright It's a pretty good crowd for a Saturday And the manager gives me a smile ‘Cause he knows that it's me they've been comin' to see To forget about life for a while And the piano, it sounds like a carnival And the microphone smells like a beer And they sit at the bar and put bread in my jar And say, ""Man, what are you doin' here?"" La la la, di da da La la, di da da da dum Sing us a song, you're the piano man Sing us a song tonight Well, we're all in the mood for a melody And you've got us feeling alright",70,7r36rel1M4gyBavfcJP6Yz,The Essential Billy Joel,2001-10-02,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,0.334,0.472,0,-8.792,1,0.0277,0.6,3.77e-06,0.317,0.431,179.167,336093,en
7887,3FGcQkWQlkeB82RdZwlw8V,Kiss You All Over,Exile,"When I get home, babe Gonna light your fire All day I've been thinkin' about you, babe You're my one desire Gonna wrap my arms around you Hold you close to me Oh, babe I wanna taste your lips I wanna be your fantasy, yeah Don't know what I'd do without you, babe Don't know where I'd be You're not just another lover No, you're everything to me Every time I'm with you, baby I can't believe it's true When you're layin' in my arms And you do the things you do You can see it in my eyes I can feel it in your touch You don't have to say a thing Just let me show how much I love you I need you, yeah I wanna kiss you all over And over again I wanna kiss you all over Till the night closes in Till the night closes in Stay with me, lay with me, holding me, loving me, baby Here with me, near with me, feeling you close to me, baby So show me, show me everything you do Cause baby no one does it quite like you I love you I need you, yeah I wanna kiss you all over And over again I wanna kiss you all over Till the night closes in Till the night closes in Till the night closes in Till the night closes in Till the night closes in Till the night closes in Till the night closes in",57,7orQwVEEjByRj9hT98frwo,Greatest Hits,1983,Soft Rock Drive,37i9dQZF1DX6TIU4D13lOY,rock,classic rock,0.741,0.267,0,-17.204,1,0.0285,0.253,0.000447,0.0987,0.4970000000000001,102.428,214400,en
7918,3FUS56gKr9mVBmzvlnodlh,Killing In the Name,Rage Against The Machine,"Killing in the name of Some of those that work forces, are the same that burn crosses Some of those that work forces, are the same that burn crosses Some of those that work forces, are the same that burn crosses Some of those that work forces, are the same that burn crosses Ugh!Killing in the name of Killing in the name of Now you do what they told ya Now you do what they told ya Now you do what they told ya Now you do what they told ya And now you do what they told ya And now you do what they told ya And now you do what they told ya And now you do what they told ya And now you do what they told ya And now you do what they told ya But now you do what they told ya! Well now you do what they told ya! Those who died are justified For wearing the badge, they're the chosen whites You justify those that died By wearing the badge, they're the chosen whites Those who died are justified For wearing the badge, they're the chosen whites You justify those that died By wearing the badge, they're the chosen whites Some of those that work forces, are the same that burn crosses Some of those that work forces, are the same that burn crosses Some of those that work forces, are the same that burn crosses Some of those that work forces, are the same that burn crosses Ugh!Killing in the name of Killing in the name of Now you do what they told ya Now you do what they told ya Now you do what they told ya Now you do what they told ya And now you do what they told ya (Now you're under control) And now you do what they told ya (Now you're under control) And now you do what they told ya (Now you're under control) And now you do what they told ya (Now you're under control) And now you do what they told ya (Now you're under control) And now you do what they told ya (Now you're under control) And now you do what they told ya (Now you're under control) And now you do what they told ya! Those who died are justified For wearing the badge, they're the chosen whites You justify those that died By wearing the badge, they're the chosen whites Those who died are justified For wearing the badge, they're the chosen whites You justify those that died By wearing the badge, they're the chosen whites Come on! Ugh! Yeah! Come on! Ugh! Fuck you, I won't do what you tell me Fuck you, I won't do what you tell me Fuck you, I won't do what you tell me Fuck you, I won't do what you tell me Fuck you, I won't do what you tell me Fuck you, I won't do what you tell me Fuck you, I won't do what you tell me Fuck you, I won't do what you tell me! Fuck you, I won't do what you tell me! Fuck you, I won't do what you tell me! Fuck you, I won't do what you tell me! Fuck you, I won't do what you tell me! Fuck you, I won't do what you tell me! Fuck you, I won't do what you tell me! Fuck you, I won't do what you tell me! Fuck you, I won't do what you tell me!Motherfucker! Ugh!",57,4LaRYkT4oy47wEuQgkLBul,Rage Against The Machine,1992-11-03,Hard Rock Workout!,5nQrMpkyWmxPX0gk74htMk,rock,hard rock,0.457,0.779,7,-6.323,1,0.257,0.0185,2.04e-06,0.0247,0.7340000000000001,86.573,313667,en
7962,3GfOAdcoc3X5GPiiXmpBjK,Song 2,Blur,"Woohoo! Woohoo! Woohoo! Woohoo! I got my head checked By a jumbo jet It wasn't easy But nothing is, no (Woohoo!) When I feel heavy metal(Woohoo!) And I'm pins and I'm needles (Woohoo!) Well, I lie and I'm easy All of the time but I'm never sure why I need you Pleased to meet you I got my head done When I was young It's not my problem It's not my problem (Woohoo!) When I feel heavy metal(Woohoo!) And I'm pins and I'm needles (Woohoo!) Well, I lie and I'm easy All of the time but I'm never sure why I need you Pleased to meet you Yeah, yeah Yeah, yeah Yeah, yeah Oh, yeah",64,1bgkxe4t0HNeLn9rhrx79x,Blur: The Best Of,2000-10-23,keg party jukebox,4PjiT7SWnUsTTTvKOuR76f,rock,permanent wave,0.6579999999999999,0.7090000000000001,8,-6.7360000000000015,1,0.0904,0.00188,0.00447,0.0657,0.855,129.69899999999998,121880,en
